"topic","language","term","platform","link"
"outsourcing thoughts to machine","ar","الاستعانة بمصادر خارجية للأفكار إلى الآلة","youtube","_"
"outsourcing thoughts to machine","ar","الاستعانة بمصادر خارجية للأفكار إلى الآلة","youtube","_"
"outsourcing thoughts to machine","ar","الاستعانة بمصادر خارجية للأفكار إلى الآلة","youtube","_"
"outsourcing thoughts to machine","ar","الاستعانة بمصادر خارجية للأفكار إلى الآلة","youtube","_"
"outsourcing thoughts to machine","es","subcontratar pensamientos a la máquina","youtube","_"
"outsourcing thoughts to machine","es","subcontratar pensamientos a la máquina","youtube","_"
"outsourcing thoughts to machine","es","subcontratar pensamientos a la máquina","youtube","_"
"outsourcing thoughts to machine","es","subcontratar pensamientos a la máquina","youtube","_"
"outsourcing thoughts to machine","fr","externaliser les pensées vers la machine","youtube","_"
"outsourcing thoughts to machine","fr","externaliser les pensées vers la machine","youtube","_"
"outsourcing thoughts to machine","fr","externaliser les pensées vers la machine","youtube","_"
"outsourcing thoughts to machine","fr","externaliser les pensées vers la machine","youtube","_"
"outsourcing thoughts to machine","hi","विचारों को मशीन पर आउटसोर्स करना","youtube","_"
"outsourcing thoughts to machine","hi","विचारों को मशीन पर आउटसोर्स करना","youtube","_"
"outsourcing thoughts to machine","hi","विचारों को मशीन पर आउटसोर्स करना","youtube","_"
"outsourcing thoughts to machine","hi","विचारों को मशीन पर आउटसोर्स करना","youtube","_"
"outsourcing thoughts to machine","ja","思考を機械にアウトソーシングする","youtube","_"
"outsourcing thoughts to machine","ja","思考を機械にアウトソーシングする","youtube","_"
"outsourcing thoughts to machine","ja","思考を機械にアウトソーシングする","youtube","_"
"outsourcing thoughts to machine","ja","思考を機械にアウトソーシングする","youtube","_"
"outsourcing thoughts to machine","pt","terceirizando pensamentos para máquinas","youtube","_"
"outsourcing thoughts to machine","pt","terceirizando pensamentos para máquinas","youtube","_"
"outsourcing thoughts to machine","pt","terceirizando pensamentos para máquinas","youtube","_"
"outsourcing thoughts to machine","pt","terceirizando pensamentos para máquinas","youtube","_"
"outsourcing thoughts to machine","zh-CN","将思想外包给机器","youtube","_"
"outsourcing thoughts to machine","zh-CN","将思想外包给机器","youtube","_"
"outsourcing thoughts to machine","zh-CN","将思想外包给机器","youtube","_"
"outsourcing thoughts to machine","zh-CN","将思想外包给机器","youtube","_"
"the death of curiosity","ar","موت الفضول","youtube","_"
"the death of curiosity","ar","موت الفضول","youtube","_"
"the death of curiosity","ar","موت الفضول","youtube","_"
"the death of curiosity","ar","موت الفضول","youtube","_"
"the death of curiosity","es","la muerte de la curiosidad","youtube","_"
"the death of curiosity","es","la muerte de la curiosidad","youtube","_"
"the death of curiosity","es","la muerte de la curiosidad","youtube","_"
"the death of curiosity","es","la muerte de la curiosidad","youtube","_"
"the death of curiosity","fr","la mort de la curiosité","youtube","_"
"the death of curiosity","fr","la mort de la curiosité","youtube","_"
"the death of curiosity","fr","la mort de la curiosité","youtube","_"
"the death of curiosity","fr","la mort de la curiosité","youtube","_"
"the death of curiosity","hi","जिज्ञासा की मृत्यु","youtube","_"
"the death of curiosity","hi","जिज्ञासा की मृत्यु","youtube","_"
"the death of curiosity","hi","जिज्ञासा की मृत्यु","youtube","_"
"the death of curiosity","hi","जिज्ञासा की मृत्यु","youtube","_"
"the death of curiosity","ja","好奇心の死","youtube","_"
"the death of curiosity","ja","好奇心の死","youtube","_"
"the death of curiosity","ja","好奇心の死","youtube","_"
"the death of curiosity","ja","好奇心の死","youtube","_"
"the death of curiosity","pt","a morte da curiosidade","youtube","_"
"the death of curiosity","pt","a morte da curiosidade","youtube","_"
"the death of curiosity","pt","a morte da curiosidade","youtube","_"
"the death of curiosity","pt","a morte da curiosidade","youtube","_"
"the death of curiosity","zh-CN","好奇心之死","youtube","_"
"the death of curiosity","zh-CN","好奇心之死","youtube","_"
"the death of curiosity","zh-CN","好奇心之死","youtube","_"
"the death of curiosity","zh-CN","好奇心之死","youtube","_"
"when thinking gets outsourced","ar","عندما يتم الاستعانة بمصادر خارجية للتفكير","youtube","_"
"when thinking gets outsourced","ar","عندما يتم الاستعانة بمصادر خارجية للتفكير","youtube","_"
"when thinking gets outsourced","ar","عندما يتم الاستعانة بمصادر خارجية للتفكير","youtube","_"
"when thinking gets outsourced","ar","عندما يتم الاستعانة بمصادر خارجية للتفكير","youtube","_"
"when thinking gets outsourced","es","cuando el pensamiento se subcontrata","youtube","_"
"when thinking gets outsourced","es","cuando el pensamiento se subcontrata","youtube","_"
"when thinking gets outsourced","es","cuando el pensamiento se subcontrata","youtube","_"
"when thinking gets outsourced","es","cuando el pensamiento se subcontrata","youtube","_"
"when thinking gets outsourced","fr","quand la réflexion s'externalise","youtube","_"
"when thinking gets outsourced","fr","quand la réflexion s'externalise","youtube","_"
"when thinking gets outsourced","fr","quand la réflexion s'externalise","youtube","_"
"when thinking gets outsourced","fr","quand la réflexion s'externalise","youtube","_"
"when thinking gets outsourced","hi","जब सोच आउटसोर्स हो जाती है","youtube","_"
"when thinking gets outsourced","hi","जब सोच आउटसोर्स हो जाती है","youtube","_"
"when thinking gets outsourced","hi","जब सोच आउटसोर्स हो जाती है","youtube","_"
"when thinking gets outsourced","hi","जब सोच आउटसोर्स हो जाती है","youtube","_"
"when thinking gets outsourced","ja","思考が外部委託されるとき","youtube","_"
"when thinking gets outsourced","ja","思考が外部委託されるとき","youtube","_"
"when thinking gets outsourced","ja","思考が外部委託されるとき","youtube","_"
"when thinking gets outsourced","ja","思考が外部委託されるとき","youtube","_"
"when thinking gets outsourced","pt","quando o pensamento é terceirizado","youtube","_"
"when thinking gets outsourced","pt","quando o pensamento é terceirizado","youtube","_"
"when thinking gets outsourced","pt","quando o pensamento é terceirizado","youtube","_"
"when thinking gets outsourced","pt","quando o pensamento é terceirizado","youtube","_"
"when thinking gets outsourced","zh-CN","当思维被外包时","youtube","_"
"when thinking gets outsourced","zh-CN","当思维被外包时","youtube","_"
"when thinking gets outsourced","zh-CN","当思维被外包时","youtube","_"
"when thinking gets outsourced","zh-CN","当思维被外包时","youtube","_"
"machine-made opinions","ar","آراء مصنوعة آليًا","youtube","_"
"machine-made opinions","ar","آراء مصنوعة آليًا","youtube","_"
"machine-made opinions","ar","آراء مصنوعة آليًا","youtube","_"
"machine-made opinions","ar","آراء مصنوعة آليًا","youtube","_"
"machine-made opinions","es","opiniones hechas a máquina","youtube","_"
"machine-made opinions","es","opiniones hechas a máquina","youtube","_"
"machine-made opinions","es","opiniones hechas a máquina","youtube","_"
"machine-made opinions","es","opiniones hechas a máquina","youtube","_"
"machine-made opinions","fr","avis faits à la machine","youtube","_"
"machine-made opinions","fr","avis faits à la machine","youtube","_"
"machine-made opinions","fr","avis faits à la machine","youtube","_"
"machine-made opinions","fr","avis faits à la machine","youtube","_"
"machine-made opinions","hi","मशीन से बनी राय","youtube","_"
"machine-made opinions","hi","मशीन से बनी राय","youtube","_"
"machine-made opinions","hi","मशीन से बनी राय","youtube","_"
"machine-made opinions","hi","मशीन से बनी राय","youtube","_"
"machine-made opinions","ja","機械が作った意見","youtube","_"
"machine-made opinions","ja","機械が作った意見","youtube","_"
"machine-made opinions","ja","機械が作った意見","youtube","_"
"machine-made opinions","ja","機械が作った意見","youtube","_"
"machine-made opinions","pt","opiniões feitas à máquina","youtube","_"
"machine-made opinions","pt","opiniões feitas à máquina","youtube","_"
"machine-made opinions","pt","opiniões feitas à máquina","youtube","_"
"machine-made opinions","pt","opiniões feitas à máquina","youtube","_"
"machine-made opinions","zh-CN","机器制造的意见","youtube","_"
"machine-made opinions","zh-CN","机器制造的意见","youtube","_"
"machine-made opinions","zh-CN","机器制造的意见","youtube","_"
"machine-made opinions","zh-CN","机器制造的意见","youtube","_"
"laziness in the digital age","ar","الكسل في العصر الرقمي","youtube","_"
"laziness in the digital age","ar","الكسل في العصر الرقمي","youtube","_"
"laziness in the digital age","ar","الكسل في العصر الرقمي","youtube","_"
"laziness in the digital age","ar","الكسل في العصر الرقمي","youtube","_"
"laziness in the digital age","es","pereza en la era digital","youtube","_"
"laziness in the digital age","es","pereza en la era digital","youtube","_"
"laziness in the digital age","es","pereza en la era digital","youtube","_"
"laziness in the digital age","es","pereza en la era digital","youtube","_"
"laziness in the digital age","fr","la paresse à l'ère du numérique","youtube","_"
"laziness in the digital age","fr","la paresse à l'ère du numérique","youtube","_"
"laziness in the digital age","fr","la paresse à l'ère du numérique","youtube","_"
"laziness in the digital age","fr","la paresse à l'ère du numérique","youtube","_"
"laziness in the digital age","hi","डिजिटल युग में आलस्य","youtube","_"
"laziness in the digital age","hi","डिजिटल युग में आलस्य","youtube","_"
"laziness in the digital age","hi","डिजिटल युग में आलस्य","youtube","_"
"laziness in the digital age","hi","डिजिटल युग में आलस्य","youtube","_"
"laziness in the digital age","ja","デジタル時代の怠惰","youtube","_"
"laziness in the digital age","ja","デジタル時代の怠惰","youtube","_"
"laziness in the digital age","ja","デジタル時代の怠惰","youtube","_"
"laziness in the digital age","ja","デジタル時代の怠惰","youtube","_"
"laziness in the digital age","pt","preguiça na era digital","youtube","_"
"laziness in the digital age","pt","preguiça na era digital","youtube","_"
"laziness in the digital age","pt","preguiça na era digital","youtube","_"
"laziness in the digital age","pt","preguiça na era digital","youtube","_"
"laziness in the digital age","zh-CN","数字时代的懒惰","youtube","_"
"laziness in the digital age","zh-CN","数字时代的懒惰","youtube","_"
"laziness in the digital age","zh-CN","数字时代的懒惰","youtube","_"
"laziness in the digital age","zh-CN","数字时代的懒惰","youtube","_"
"surrendering our intellect","ar","الاستسلام لعقلنا","youtube","_"
"surrendering our intellect","ar","الاستسلام لعقلنا","youtube","_"
"surrendering our intellect","ar","الاستسلام لعقلنا","youtube","_"
"surrendering our intellect","ar","الاستسلام لعقلنا","youtube","_"
"surrendering our intellect","es","Entregando nuestro intelecto","youtube","_"
"surrendering our intellect","es","Entregando nuestro intelecto","youtube","_"
"surrendering our intellect","es","Entregando nuestro intelecto","youtube","_"
"surrendering our intellect","es","Entregando nuestro intelecto","youtube","_"
"surrendering our intellect","fr","abandonner notre intellect","youtube","_"
"surrendering our intellect","fr","abandonner notre intellect","youtube","_"
"surrendering our intellect","fr","abandonner notre intellect","youtube","_"
"surrendering our intellect","fr","abandonner notre intellect","youtube","_"
"surrendering our intellect","hi","अपनी बुद्धि को समर्पित करना","youtube","_"
"surrendering our intellect","hi","अपनी बुद्धि को समर्पित करना","youtube","_"
"surrendering our intellect","hi","अपनी बुद्धि को समर्पित करना","youtube","_"
"surrendering our intellect","hi","अपनी बुद्धि को समर्पित करना","youtube","_"
"surrendering our intellect","ja","私たちの知性を放棄する","youtube","_"
"surrendering our intellect","ja","私たちの知性を放棄する","youtube","_"
"surrendering our intellect","ja","私たちの知性を放棄する","youtube","_"
"surrendering our intellect","ja","私たちの知性を放棄する","youtube","_"
"surrendering our intellect","pt","entregando nosso intelecto","youtube","_"
"surrendering our intellect","pt","entregando nosso intelecto","youtube","_"
"surrendering our intellect","pt","entregando nosso intelecto","youtube","_"
"surrendering our intellect","pt","entregando nosso intelecto","youtube","_"
"surrendering our intellect","zh-CN","放弃我们的智力","youtube","_"
"surrendering our intellect","zh-CN","放弃我们的智力","youtube","_"
"surrendering our intellect","zh-CN","放弃我们的智力","youtube","_"
"surrendering our intellect","zh-CN","放弃我们的智力","youtube","_"
"comfort of not thinking","ar","الراحة من عدم التفكير","youtube","_"
"comfort of not thinking","ar","الراحة من عدم التفكير","youtube","_"
"comfort of not thinking","ar","الراحة من عدم التفكير","youtube","_"
"comfort of not thinking","ar","الراحة من عدم التفكير","youtube","_"
"comfort of not thinking","es","comodidad de no pensar","youtube","_"
"comfort of not thinking","es","comodidad de no pensar","youtube","_"
"comfort of not thinking","es","comodidad de no pensar","youtube","_"
"comfort of not thinking","es","comodidad de no pensar","youtube","_"
"comfort of not thinking","fr","réconfort de ne pas penser","youtube","_"
"comfort of not thinking","fr","réconfort de ne pas penser","youtube","_"
"comfort of not thinking","fr","réconfort de ne pas penser","youtube","_"
"comfort of not thinking","fr","réconfort de ne pas penser","youtube","_"
"comfort of not thinking","hi","न सोचने का आराम","youtube","_"
"comfort of not thinking","hi","न सोचने का आराम","youtube","_"
"comfort of not thinking","hi","न सोचने का आराम","youtube","_"
"comfort of not thinking","hi","न सोचने का आराम","youtube","_"
"comfort of not thinking","ja","考えないことの快適さ","youtube","_"
"comfort of not thinking","ja","考えないことの快適さ","youtube","_"
"comfort of not thinking","ja","考えないことの快適さ","youtube","_"
"comfort of not thinking","ja","考えないことの快適さ","youtube","_"
"comfort of not thinking","pt","conforto de não pensar","youtube","_"
"comfort of not thinking","pt","conforto de não pensar","youtube","_"
"comfort of not thinking","pt","conforto de não pensar","youtube","_"
"comfort of not thinking","pt","conforto de não pensar","youtube","_"
"comfort of not thinking","zh-CN","不思考的舒适感","youtube","_"
"comfort of not thinking","zh-CN","不思考的舒适感","youtube","_"
"comfort of not thinking","zh-CN","不思考的舒适感","youtube","_"
"comfort of not thinking","zh-CN","不思考的舒适感","youtube","_"
"outsourcing thoughts to machine","en","outsourcing thoughts to machine","youtube","_"
"outsourcing thoughts to machine","en","outsourcing thoughts to machine","youtube","_"
"outsourcing thoughts to machine","en","outsourcing thoughts to machine","youtube","_"
"outsourcing thoughts to machine","en","outsourcing thoughts to machine","youtube","_"
"the death of curiosity","en","the death of curiosity","youtube","_"
"the death of curiosity","en","the death of curiosity","youtube","_"
"the death of curiosity","en","the death of curiosity","youtube","_"
"the death of curiosity","en","the death of curiosity","youtube","_"
"when thinking gets outsourced","en","when thinking gets outsourced","youtube","_"
"when thinking gets outsourced","en","when thinking gets outsourced","youtube","_"
"when thinking gets outsourced","en","when thinking gets outsourced","youtube","_"
"when thinking gets outsourced","en","when thinking gets outsourced","youtube","_"
"machine-made opinions","en","machine-made opinions","youtube","_"
"machine-made opinions","en","machine-made opinions","youtube","_"
"machine-made opinions","en","machine-made opinions","youtube","_"
"machine-made opinions","en","machine-made opinions","youtube","_"
"laziness in the digital age","en","laziness in the digital age","youtube","_"
"laziness in the digital age","en","laziness in the digital age","youtube","_"
"laziness in the digital age","en","laziness in the digital age","youtube","_"
"laziness in the digital age","en","laziness in the digital age","youtube","_"
"surrendering our intellect","en","surrendering our intellect","youtube","_"
"surrendering our intellect","en","surrendering our intellect","youtube","_"
"surrendering our intellect","en","surrendering our intellect","youtube","_"
"surrendering our intellect","en","surrendering our intellect","youtube","_"
"comfort of not thinking","en","comfort of not thinking","youtube","_"
"comfort of not thinking","en","comfort of not thinking","youtube","_"
"comfort of not thinking","en","comfort of not thinking","youtube","_"
"comfort of not thinking","en","comfort of not thinking","youtube","_"
